Initial Optimized Composition,Rounded Optimized Composition,Rounded Optimized Tc,Initial Optimized Tc,Rounded Optimized Ef,Initial Optimized Ef,structure_atom_count
B_{13.91007} Ge_{37.98773} Sb_{18.06225} Cs_{19.37222} La_{17.11187} Dy_{20.76610} W_{32.89553} Pt_{25.89418} ,B_{14.0} Ge_{38.0} Sb_{18.0} Cs_{19.0} La_{17.0} Dy_{21.0} W_{33.0} Pt_{26.0} ,23.681969,23.253757,-1.2461338,-1.2514198,186.0
B_{9.988374} C_{15.00146} O_{10.99345} Zr_{10.00949} La_{10.99767} Pt_{11.00953} ,B_{10.0} C_{15.0} O_{11.0} Zr_{10.0} La_{11.0} Pt_{11.0} ,23.229408,23.244007,-1.1578428,-1.1570053,68.0
N_{37.11248} Co_{45.99479} Cs_{23.07179} La_{16.93497} Ho_{18.82265} Pt_{23.06328} ,N_{37.0} Co_{46.0} Cs_{23.0} La_{17.0} Ho_{19.0} Pt_{23.0} ,23.214397,23.234282,-1.8028455,-1.8047858,165.0
B_{49.09877} C_{45.89322} Na_{13.26431} Rb_{17.79694} La_{32.02491} Pr_{17.93858} Po_{5.983256} ,B_{49.0} C_{46.0} Na_{13.0} Rb_{18.0} La_{32.0} Pr_{18.0} Po_{6.0} ,23.024254,23.217945,-1.3925201,-1.3914393,182.0
B_{23.97760} C_{37.00908} Mo_{27.00003} Sn_{8.991371} La_{38.01689} Pt_{39.00666} Po_{17.99834} ,B_{24.0} C_{37.0} Mo_{27.0} Sn_{9.0} La_{38.0} Pt_{39.0} Po_{18.0} ,23.214708,23.212929,-1.0006899,-1.0009059,192.0
B_{5.101919} K_{31.95179} Sc_{35.03998} Er_{14.85012} Pt_{32.02690} At_{47.02927} ,B_{5.0} K_{32.0} Sc_{35.0} Er_{15.0} Pt_{32.0} At_{47.0} ,23.145817,23.206793,0.57701826,0.57717717,166.0
B_{36.91203} C_{19.06093} O_{15.01786} Ne_{6.023184} S_{16.13839} Zr_{32.89711} Xe_{27.94798} La_{26.00249} ,B_{37.0} C_{19.0} O_{15.0} Ne_{6.0} S_{16.0} Zr_{33.0} Xe_{28.0} La_{26.0} ,23.164288,23.205631,-1.1064097,-1.103768,180.0
B_{13.01459} C_{39.00174} P_{37.00792} Cs_{8.011729} La_{40.06417} Yb_{5.900136} Pt_{47.99969} ,B_{13.0} C_{39.0} P_{37.0} Cs_{8.0} La_{40.0} Yb_{6.0} Pt_{48.0} ,23.138618,23.204514,-1.5935893,-1.5935562,191.0
B_{50.98959} Mo_{20.95224} Sn_{13.01134} La_{42.05327} Pt_{29.02526} At_{29.96828} ,B_{51.0} Mo_{21.0} Sn_{13.0} La_{42.0} Pt_{29.0} At_{30.0} ,23.156818,23.198587,-0.7942803,-0.7945327,186.0
Li_{19.00800} B_{32.01099} C_{13.94431} Ge_{41.93285} La_{35.03947} Hf_{14.97839} Pt_{24.04469} Tl_{15.04127} ,Li_{19.0} B_{32.0} C_{14.0} Ge_{42.0} La_{35.0} Hf_{15.0} Pt_{24.0} Tl_{15.0} ,23.136799,23.197842,-1.219108,-1.2196543,196.0
N_{126.1302} La_{27.00519} Nd_{7.04418} Gd_{6.906578} Tm_{26.91382} ,N_{126.0} La_{27.0} Nd_{7.0} Gd_{7.0} Tm_{27.0} ,23.266594,23.189217,-3.9202623,-3.91712,194.0
B_{43.95797} C_{20.99683} Pd_{14.98100} La_{25.04177} Ho_{9.009241} Os_{23.98441} Bi_{16.02877} ,B_{44.0} C_{21.0} Pd_{15.0} La_{25.0} Ho_{9.0} Os_{24.0} Bi_{16.0} ,23.17883,23.16834,-1.0330452,-1.0346948,154.0
B_{97.95553} C_{20.16683} Cs_{14.92050} La_{51.00053} Dy_{10.95659} ,B_{98.0} C_{20.0} Cs_{15.0} La_{51.0} Dy_{11.0} ,23.183167,23.163074,-0.6369596,-0.6395244,195.0
Be_{21.94412} C_{28.06221} Y_{10.09478} Nb_{31.93625} Tc_{23.01126} Pd_{17.01143} La_{24.91556} Pt_{7.024368} ,Be_{22.0} C_{28.0} Y_{10.0} Nb_{32.0} Tc_{23.0} Pd_{17.0} La_{25.0} Pt_{7.0} ,23.128803,23.1544,-0.19419174,-0.19329903,164.0
B_{13.04003} C_{87.98440} Mg_{16.99918} La_{33.07696} W_{11.00296} Pt_{14.89644} ,B_{13.0} C_{88.0} Mg_{17.0} La_{33.0} W_{11.0} Pt_{15.0} ,23.057102,23.137823,-1.038332,-1.0408334,177.0
H_{17.94628} B_{17.98453} C_{17.95329} Sb_{14.07108} La_{23.09070} Pb_{5.954112} ,H_{18.0} B_{18.0} C_{18.0} Sb_{14.0} La_{23.0} Pb_{6.0} ,23.218401,23.13439,-1.0554631,-1.0560033,97.0
B_{8.9878} P_{20.00894} Br_{27.9935} Kr_{25.01131} Mo_{32.98289} La_{39.02737} Pt_{27.98817} ,B_{9.0} P_{20.0} Br_{28.0} Kr_{25.0} Mo_{33.0} La_{39.0} Pt_{28.0} ,23.100971,23.110569,-1.0989504,-1.0990263,182.0
B_{23.01612} C_{21.01552} Sc_{9.990489} Cs_{7.961976} La_{31.98398} Yb_{10.01403} W_{12.96384} Pt_{26.05403} ,B_{23.0} C_{21.0} Sc_{10.0} Cs_{8.0} La_{32.0} Yb_{10.0} W_{13.0} Pt_{26.0} ,23.018702,23.089613,-0.9597778,-0.9592265,143.0
C_{22.02324} N_{41.01811} Ga_{43.05627} Cd_{27.96308} La_{38.93928} ,C_{22.0} N_{41.0} Ga_{43.0} Cd_{28.0} La_{39.0} ,23.04831,23.08475,-1.7678133,-1.7663292,173.0
B_{39.00457} C_{8.975527} Si_{16.02128} Y_{13.97611} La_{27.02388} Ho_{25.02102} Pt_{27.98371} Tl_{28.99388} ,B_{39.0} C_{9.0} Si_{16.0} Y_{14.0} La_{27.0} Ho_{25.0} Pt_{28.0} Tl_{29.0} ,23.062117,23.083284,-1.2933751,-1.2938815,187.0
B_{11.99898} O_{11.99426} Cl_{29.98293} La_{20.98194} Pm_{7.015964} Yb_{13.03015} Pt_{27.99576} ,B_{12.0} O_{12.0} Cl_{30.0} La_{21.0} Pm_{7.0} Yb_{13.0} Pt_{28.0} ,23.011082,23.041086,-1.0505618,-1.0477846,123.0
B_{18.01592} C_{29.98084} La_{29.98684} Tb_{8.030812} Yb_{33.00348} Pt_{56.98592} Po_{17.99617} ,B_{18.0} C_{30.0} La_{30.0} Tb_{8.0} Yb_{33.0} Pt_{57.0} Po_{18.0} ,23.021578,23.031622,-0.55400896,-0.5539294,194.0
B_{19.98803} C_{8.017907} N_{39.98658} Fe_{21.00416} La_{46.97962} Au_{39.98375} Po_{23.03993} ,B_{20.0} C_{8.0} N_{40.0} Fe_{21.0} La_{47.0} Au_{40.0} Po_{23.0} ,23.003944,23.023386,-1.5821447,-1.5817919,199.0
B_{43.99897} P_{16.98615} Mo_{8.065995} Nd_{38.96945} Ho_{19.98239} Er_{16.02562} Os_{43.97141} ,B_{44.0} P_{17.0} Mo_{8.0} Nd_{39.0} Ho_{20.0} Er_{16.0} Os_{44.0} ,22.985916,23.005539,-1.3114597,-1.3106747,188.0
B_{20.01216} C_{25.01775} La_{31.98763} Nd_{6.01657} Ta_{11.00007} W_{12.02267} Pt_{36.98086} Po_{11.96227} ,B_{20.0} C_{25.0} La_{32.0} Nd_{6.0} Ta_{11.0} W_{12.0} Pt_{37.0} Po_{12.0} ,22.974083,23.00055,-0.8130672,-0.81271493,155.0
B_{33.92235} C_{11.13128} Si_{24.91157} Sn_{26.01072} Xe_{16.07275} La_{41.93638} Pt_{15.98944} Tl_{14.02548} ,B_{34.0} C_{11.0} Si_{25.0} Sn_{26.0} Xe_{16.0} La_{42.0} Pt_{16.0} Tl_{14.0} ,22.942076,22.992662,-1.8246099,-1.8242353,184.0
B_{30.0237} C_{31.99417} Cr_{43.97862} La_{39.008} Eu_{19.02004} Pt_{12.97547} ,B_{30.0} C_{32.0} Cr_{44.0} La_{39.0} Eu_{19.0} Pt_{13.0} ,22.97902,22.987562,-1.0220834,-1.0222442,177.0
B_{71.02221} Y_{11.00391} Zr_{12.99085} La_{31.99253} Eu_{23.98445} Pt_{13.00604} ,B_{71.0} Y_{11.0} Zr_{13.0} La_{32.0} Eu_{24.0} Pt_{13.0} ,22.97729,22.98366,-0.42522672,-0.42509738,164.0
B_{35.0056} Sn_{21.96558} La_{26.99707} Gd_{17.03824} Yb_{17.08214} W_{22.99357} Pt_{31.91777} ,B_{35.0} Sn_{22.0} La_{27.0} Gd_{17.0} Yb_{17.0} W_{23.0} Pt_{32.0} ,22.894367,22.967209,-0.8887685,-0.8886671,173.0
H_{36.98598} He_{26.04017} Li_{9.033137} B_{14.98946} La_{36.03568} Pt_{34.96982} Au_{28.94573} ,H_{37.0} He_{26.0} Li_{9.0} B_{15.0} La_{36.0} Pt_{35.0} Au_{29.0} ,22.939768,22.962011,-0.424584,-0.4249336,187.0
B_{27.03576} C_{20.97750} O_{33.03538} Mo_{34.97012} Sn_{5.992866} La_{35.95565} Gd_{22.0338} Pt_{17.99889} ,B_{27.0} C_{21.0} O_{33.0} Mo_{35.0} Sn_{6.0} La_{36.0} Gd_{22.0} Pt_{18.0} ,22.924547,22.957693,-1.7542175,-1.7545199,198.0
B_{26.94492} C_{27.01216} Te_{25.91413} La_{40.15002} Nd_{4.95217} Yb_{12.12577} Pt_{45.90081} ,B_{27.0} C_{27.0} Te_{26.0} La_{40.0} Nd_{5.0} Yb_{12.0} Pt_{46.0} ,22.73301,22.941933,-0.7221669,-0.7241048,183.0
B_{31.98676} Si_{21.01040} Y_{11.95563} Pd_{16.03323} Ba_{10.97197} La_{60.98933} Os_{10.0056} Pt_{20.04704} ,B_{32.0} Si_{21.0} Y_{12.0} Pd_{16.0} Ba_{11.0} La_{61.0} Os_{10.0} Pt_{20.0} ,22.922,22.936256,-1.507363,-1.5075516,183.0
B_{20.16448} C_{32.00086} Cr_{17.05601} Y_{22.70109} La_{24.81086} Eu_{14.04638} W_{5.30428} Pt_{19.91602} ,B_{20.0} C_{32.0} Cr_{17.0} Y_{23.0} La_{25.0} Eu_{14.0} W_{5.0} Pt_{20.0} ,22.786516,22.918768,-0.69770145,-0.6935623,156.0
H_{13.98127} B_{35.01833} C_{31.03525} S_{8.984743} Rb_{13.00367} Sb_{26.00957} La_{45.96714} ,H_{14.0} B_{35.0} C_{31.0} S_{9.0} Rb_{13.0} Sb_{26.0} La_{46.0} ,22.886972,22.908094,-1.1157668,-1.1157917,174.0
B_{23.95751} C_{31.00754} N_{41.05027} Nb_{9.934175} La_{26.02084} Eu_{29.01827} Pt_{22.01138} ,B_{24.0} C_{31.0} N_{41.0} Nb_{10.0} La_{26.0} Eu_{29.0} Pt_{22.0} ,22.881212,22.901985,-1.8585008,-1.8607222,183.0
B_{43.02606} C_{6.025835} Ar_{10.97007} Ru_{37.02404} La_{25.96555} Ho_{17.93405} Yb_{9.96311} Pt_{48.09127} ,B_{43.0} C_{6.0} Ar_{11.0} Ru_{37.0} La_{26.0} Ho_{18.0} Yb_{10.0} Pt_{48.0} ,22.835901,22.894615,-0.42559546,-0.42497757,199.0
C_{39.05188} O_{35.89752} Kr_{14.09466} Sr_{39.91439} Pt_{35.96801} Pb_{18.07353} ,C_{39.0} O_{36.0} Kr_{14.0} Sr_{40.0} Pt_{36.0} Pb_{18.0} ,22.844889,22.88091,-1.6979212,-1.6983193,183.0
B_{24.01856} C_{69.14367} O_{14.11153} La_{13.86235} Yb_{14.05623} Pt_{39.80764} ,B_{24.0} C_{69.0} O_{14.0} La_{14.0} Yb_{14.0} Pt_{40.0} ,22.761673,22.867887,-0.88001376,-0.88022953,175.0
H_{10.07807} B_{21.87662} C_{18.95943} S_{12.99291} Ca_{3.048856} Sc_{21.9994} La_{24.02615} Pt_{30.01854} ,H_{10.0} B_{22.0} C_{19.0} S_{13.0} Ca_{3.0} Sc_{22.0} La_{24.0} Pt_{30.0} ,22.74275,22.86409,-0.4555193,-0.4546962,143.0
B_{37.11808} Mn_{14.92340} Rb_{15.01928} Sb_{28.88776} La_{53.99308} Hg_{44.05837} ,B_{37.0} Mn_{15.0} Rb_{15.0} Sb_{29.0} La_{54.0} Hg_{44.0} ,22.665272,22.845165,-0.89760137,-0.8969721,194.0
B_{28.00497} C_{18.00451} Ar_{16.00793} Y_{10.92274} La_{19.00592} Tm_{23.02768} Lu_{21.03107} Pt_{28.99515} ,B_{28.0} C_{18.0} Ar_{16.0} Y_{11.0} La_{19.0} Tm_{23.0} Lu_{21.0} Pt_{29.0} ,22.774788,22.82515,-0.39189598,-0.3947733,165.0
B_{28.91809} Sn_{35.95569} La_{31.03571} Pt_{21.10457} At_{20.98593} ,B_{29.0} Sn_{36.0} La_{31.0} Pt_{21.0} At_{21.0} ,22.69291,22.805965,-1.2361993,-1.236106,138.0
B_{20.01969} N_{37.95884} K_{13.06787} Rb_{28.95361} Pr_{15.96871} Yb_{9.014092} Pt_{25.01717} ,B_{20.0} N_{38.0} K_{13.0} Rb_{29.0} Pr_{16.0} Yb_{9.0} Pt_{25.0} ,22.691235,22.802065,-1.6020498,-1.5999757,150.0
B_{33.02298} C_{24.02639} Cd_{24.03520} La_{43.02309} Pr_{8.875042} Pt_{36.01416} Tl_{21.97259} Po_{6.03054} ,B_{33.0} C_{24.0} Cd_{24.0} La_{43.0} Pr_{9.0} Pt_{36.0} Tl_{22.0} Po_{6.0} ,22.695015,22.800142,-1.0844717,-1.0834808,197.0
B_{26.05908} C_{21.02376} N_{28.06845} Ce_{30.03703} Eu_{16.06958} Tb_{25.98359} Dy_{9.832302} Pt_{26.92620} ,B_{26.0} C_{21.0} N_{28.0} Ce_{30.0} Eu_{16.0} Tb_{26.0} Dy_{10.0} Pt_{27.0} ,22.55278,22.79231,-1.848789,-1.8508961,184.0
H_{40.12387} B_{37.00908} Fe_{14.09144} Ga_{14.95374} Ge_{1.837925} Y_{6.863418} Cs_{19.17345} La_{29.94706} ,H_{40.0} B_{37.0} Fe_{14.0} Ga_{15.0} Ge_{2.0} Y_{7.0} Cs_{19.0} La_{30.0} ,22.907404,22.7855,-0.99128836,-0.99084073,164.0
C_{22.98975} Y_{43.99437} La_{38.10000} Dy_{16.96868} Re_{35.96995} Pt_{36.97723} ,C_{23.0} Y_{44.0} La_{38.0} Dy_{17.0} Re_{36.0} Pt_{37.0} ,22.724058,22.7615,-0.5138123,-0.51516616,195.0
B_{6.054348} C_{17.99753} Zr_{2.981927} La_{5.992904} Pt_{9.99792} Pb_{2.975368} ,B_{6.0} C_{18.0} Zr_{3.0} La_{6.0} Pt_{10.0} Pb_{3.0} ,22.767738,22.729288,-0.8075606,-0.8035373,46.0
H_{33.9747} B_{29.98959} Ar_{0.982904} Ge_{31.02057} Sn_{15.95952} La_{35.02210} Ta_{10.06261} Pt_{31.98799} ,H_{34.0} B_{30.0} Ar_{1.0} Ge_{31.0} Sn_{16.0} La_{35.0} Ta_{10.0} Pt_{32.0} ,22.641165,22.686003,-1.0520778,-1.0520843,189.0
N_{72.95676} P_{41.32604} La_{43.08736} Ce_{12.04559} Tb_{22.73137} Dy_{5.85286} ,N_{73.0} P_{41.0} La_{43.0} Ce_{12.0} Tb_{23.0} Dy_{6.0} ,22.58124,22.684633,-3.05115,-3.058746,198.0
B_{25.04172} C_{6.966872} Fe_{13.01301} As_{27.88253} Mo_{16.00383} La_{43.98278} Gd_{19.05342} Pt_{30.05581} ,B_{25.0} C_{7.0} Fe_{13.0} As_{28.0} Mo_{16.0} La_{44.0} Gd_{19.0} Pt_{30.0} ,22.543999,22.659597,-0.9723323,-0.97269374,182.0
H_{19.01503} Li_{19.94423} B_{25.99957} C_{7.056196} O_{17.02452} La_{27.97881} Pt_{25.99230} Tl_{13.98931} ,H_{19.0} Li_{20.0} B_{26.0} C_{7.0} O_{17.0} La_{28.0} Pt_{26.0} Tl_{14.0} ,22.59558,22.657585,-1.3635777,-1.3652003,157.0
H_{10.99180} B_{38.05937} Ar_{27.95996} K_{17.05230} Zr_{10.93133} La_{40.0004} W_{14.97174} Pt_{36.03308} ,H_{11.0} B_{38.0} Ar_{28.0} K_{17.0} Zr_{11.0} La_{40.0} W_{15.0} Pt_{36.0} ,22.615288,22.650017,-0.9105206,-0.9105162,196.0
He_{45.97987} B_{39.77072} N_{10.97323} K_{24.31703} Ce_{15.98889} Dy_{12.02006} Pt_{25.95018} ,He_{46.0} B_{40.0} N_{11.0} K_{24.0} Ce_{16.0} Dy_{12.0} Pt_{26.0} ,22.75579,22.642097,-0.8469091,-0.8453643,175.0
H_{30.02161} Si_{27.99195} Cd_{1.024698} Eu_{11.96707} Ho_{6.924162} Er_{18.00208} Re_{16.06842} ,H_{30.0} Si_{28.0} Cd_{1.0} Eu_{12.0} Ho_{7.0} Er_{18.0} Re_{16.0} ,22.426472,22.591352,-1.6557318,-1.6534816,112.0
H_{28.03921} B_{22.95878} N_{31.10028} Cs_{17.95621} Nd_{13.00784} Tb_{28.98841} Pt_{33.89699} Tl_{16.05224} ,H_{28.0} B_{23.0} N_{31.0} Cs_{18.0} Nd_{13.0} Tb_{29.0} Pt_{34.0} Tl_{16.0} ,22.630709,22.59074,-1.7228957,-1.7237219,192.0
B_{6.944352} Ar_{6.99139} Ge_{29.00707} As_{18.03057} Nd_{30.03087} Dy_{24.99185} Pt_{34.0039} ,B_{7.0} Ar_{7.0} Ge_{29.0} As_{18.0} Nd_{30.0} Dy_{25.0} Pt_{34.0} ,22.550655,22.571756,-1.59686,-1.595932,150.0
B_{5.978524} C_{23.00649} Nb_{3.007419} La_{9.01817} Pt_{8.990029} Bi_{2.999367} ,B_{6.0} C_{23.0} Nb_{3.0} La_{9.0} Pt_{9.0} Bi_{3.0} ,22.520992,22.570402,-0.9315612,-0.9327313,53.0
H_{19.99314} B_{23.97713} N_{12.00427} La_{33.07498} Tb_{6.042682} Yb_{13.96439} Re_{21.94729} Tl_{28.99609} ,H_{20.0} B_{24.0} N_{12.0} La_{33.0} Tb_{6.0} Yb_{14.0} Re_{22.0} Tl_{29.0} ,22.461962,22.559086,-1.3746341,-1.3745064,160.0
B_{44.04525} C_{7.776118} O_{20.90029} Ge_{14.27973} Zr_{40.17925} Cs_{11.88517} La_{25.12256} Nd_{24.81162} ,B_{44.0} C_{8.0} O_{21.0} Ge_{14.0} Zr_{40.0} Cs_{12.0} La_{25.0} Nd_{25.0} ,22.489042,22.529776,-1.5332712,-1.5270973,189.0
B_{42.00008} C_{41.96304} Ar_{24.99138} Cr_{15.98337} La_{42.04953} Pt_{25.03959} Pb_{6.972964} ,B_{42.0} C_{42.0} Ar_{25.0} Cr_{16.0} La_{42.0} Pt_{25.0} Pb_{7.0} ,22.502508,22.52931,-1.1508774,-1.1507992,199.0
H_{38.05219} B_{49.03742} C_{22.99942} Sb_{34.00042} La_{37.99382} Pm_{4.029308} Er_{1.931256} Pt_{6.956144} ,H_{38.0} B_{49.0} C_{23.0} Sb_{34.0} La_{38.0} Pm_{4.0} Er_{2.0} Pt_{7.0} ,22.44155,22.52319,-0.7398477,-0.7389321,195.0
B_{21.96364} O_{28.98953} P_{16.00941} La_{34.99962} Nd_{15.03304} Pt_{24.03521} Au_{16.98406} Tl_{34.98544} ,B_{22.0} O_{29.0} P_{16.0} La_{35.0} Nd_{15.0} Pt_{24.0} Au_{17.0} Tl_{35.0} ,22.50243,22.522297,-1.9565948,-1.9567276,193.0
B_{54.06485} Sc_{11.04110} La_{46.12037} Dy_{7.943246} Ho_{3.949344} Er_{15.95450} Re_{17.97509} Pt_{34.9515} ,B_{54.0} Sc_{11.0} La_{46.0} Dy_{8.0} Ho_{4.0} Er_{16.0} Re_{18.0} Pt_{35.0} ,22.476372,22.514145,-0.9503231,-0.949289,192.0
B_{58.97717} C_{33.97011} Sn_{33.01735} Nd_{28.95272} Eu_{26.04354} Gd_{9.028364} Ir_{6.010738} ,B_{59.0} C_{34.0} Sn_{33.0} Nd_{29.0} Eu_{26.0} Gd_{9.0} Ir_{6.0} ,22.48496,22.509174,-1.4527985,-1.4533457,196.0
B_{27.00224} Fe_{30.98287} Ga_{15.04225} Br_{48.00847} La_{39.01132} Re_{10.95284} ,B_{27.0} Fe_{31.0} Ga_{15.0} Br_{48.0} La_{39.0} Re_{11.0} ,22.457884,22.475311,-0.7486965,-0.74960977,171.0
C_{53.01808} K_{18.71087} Cu_{39.21127} Cs_{20.07023} La_{29.98954} ,C_{53.0} K_{19.0} Cu_{39.0} Cs_{20.0} La_{30.0} ,22.647694,22.461843,-1.4731909,-1.4694566,161.0
C_{27.98576} O_{18.94095} K_{11.08424} Fe_{23.02349} La_{33.94439} Pt_{14.07766} Po_{22.94348} ,C_{28.0} O_{19.0} K_{11.0} Fe_{23.0} La_{34.0} Pt_{14.0} Po_{23.0} ,22.363781,22.441034,-1.0684172,-1.064464,152.0
Li_{31.95851} B_{15.01321} C_{31.99053} P_{8.069924} Ge_{31.02205} La_{33.91997} Pr_{21.97586} Pt_{14.04992} ,Li_{32.0} B_{15.0} C_{32.0} P_{8.0} Ge_{31.0} La_{34.0} Pr_{22.0} Pt_{14.0} ,22.339252,22.422504,-1.4461604,-1.4469022,188.0
H_{28.02388} B_{41.99365} C_{25.09256} Ag_{14.01589} Cs_{11.96523} La_{34.97746} Eu_{13.93099} Pb_{17.00030} ,H_{28.0} B_{42.0} C_{25.0} Ag_{14.0} Cs_{12.0} La_{35.0} Eu_{14.0} Pb_{17.0} ,22.338165,22.420412,-1.0487913,-1.0488417,187.0
B_{54.96813} C_{23.06424} K_{12.89103} Ca_{13.00309} La_{36.01651} W_{18.05698} ,B_{55.0} C_{23.0} K_{13.0} Ca_{13.0} La_{36.0} W_{18.0} ,22.4082,22.414076,-1.0529402,-1.0524225,158.0
B_{42.85507} C_{32.94725} Sb_{10.06090} Cs_{28.12551} La_{34.12887} Gd_{4.88238} ,B_{43.0} C_{33.0} Sb_{10.0} Cs_{28.0} La_{34.0} Gd_{5.0} ,22.254805,22.401085,-1.2407491,-1.2409042,153.0
B_{107.1212} Ca_{13.85569} Zr_{12.72634} Ce_{42.15394} Dy_{8.248106} Pt_{10.89465} ,B_{107.0} Ca_{14.0} Zr_{13.0} Ce_{42.0} Dy_{8.0} Pt_{11.0} ,22.15423,22.39568,-0.3447331,-0.3464375,195.0
H_{16.97472} B_{27.10678} C_{23.90236} O_{15.00721} Kr_{11.96115} Mo_{37.11539} La_{27.00317} Lu_{11.92918} ,H_{17.0} B_{27.0} C_{24.0} O_{15.0} Kr_{12.0} Mo_{37.0} La_{27.0} Lu_{12.0} ,22.31646,22.379753,-1.1982502,-1.1984619,171.0
Li_{16.03837} B_{23.08484} C_{29.80527} O_{16.01634} Ho_{14.09368} Pt_{29.99751} At_{21.96396} ,Li_{16.0} B_{23.0} C_{30.0} O_{16.0} Ho_{14.0} Pt_{30.0} At_{22.0} ,22.384678,22.372475,-1.3298291,-1.3294134,151.0
C_{14.99514} N_{83.05283} Si_{33.9445} Sr_{49.05882} La_{16.94871} ,C_{15.0} N_{83.0} Si_{34.0} Sr_{49.0} La_{17.0} ,22.360607,22.362667,-2.3609018,-2.3599522,198.0
C_{75.9306} Sr_{27.92011} Gd_{10.91537} Tb_{25.087} Tm_{19.14690} ,C_{76.0} Sr_{28.0} Gd_{11.0} Tb_{25.0} Tm_{19.0} ,22.28555,22.33072,-1.6344777,-1.6361867,159.0
B_{18.02576} C_{10.07232} Ar_{4.060837} Y_{20.79166} La_{17.93258} Pt_{7.085} Bi_{21.03182} ,B_{18.0} C_{10.0} Ar_{4.0} Y_{21.0} La_{18.0} Pt_{7.0} Bi_{21.0} ,21.94924,22.324736,-0.77255344,-0.7790964,99.0
B_{29.87828} C_{20.03703} Mg_{8.967877} Fe_{46.05767} La_{37.05914} ,B_{30.0} C_{20.0} Mg_{9.0} Fe_{46.0} La_{37.0} ,22.314291,22.32372,-0.766465,-0.76703846,142.0
He_{17.97408} B_{19.98007} N_{39.96171} Cs_{10.99590} La_{41.99881} Pt_{40.01459} Po_{20.07481} ,He_{18.0} B_{20.0} N_{40.0} Cs_{11.0} La_{42.0} Pt_{40.0} Po_{20.0} ,22.29144,22.314674,-1.6425145,-1.641303,191.0
B_{20.03792} Ne_{53.07946} Mg_{12.91810} Y_{20.00112} Ta_{21.97047} Pt_{42.99289} ,B_{20.0} Ne_{53.0} Mg_{13.0} Y_{20.0} Ta_{22.0} Pt_{43.0} ,22.255774,22.30214,0.36038113,0.36014205,171.0
B_{25.00531} Ti_{19.99417} Mo_{12.99603} La_{19.00518} Tb_{6.023482} Ho_{5.983148} Tm_{6.992664} ,B_{25.0} Ti_{20.0} Mo_{13.0} La_{19.0} Tb_{6.0} Ho_{6.0} Tm_{7.0} ,22.28144,22.297773,-0.6498271,-0.65059686,96.0
Li_{3.076089} B_{36.94759} F_{40.94983} Cl_{14.00301} La_{34.01529} Nd_{17.00016} Pt_{40.00801} ,Li_{3.0} B_{37.0} F_{41.0} Cl_{14.0} La_{34.0} Nd_{17.0} Pt_{40.0} ,22.225052,22.294588,-0.35127112,-0.35092533,186.0
B_{22.15930} C_{30.09041} Kr_{13.11488} La_{38.82600} Ta_{21.89631} Pt_{42.96415} Tl_{8.948939} ,B_{22.0} C_{30.0} Kr_{13.0} La_{39.0} Ta_{22.0} Pt_{43.0} Tl_{9.0} ,21.91558,22.287804,-0.79848206,-0.79869217,178.0
B_{34.95756} N_{17.03076} La_{36.01625} Pr_{7.964494} Gd_{4.908686} Er_{5.022556} Pt_{34.10153} Bi_{14.99814} ,B_{35.0} N_{17.0} La_{36.0} Pr_{8.0} Gd_{5.0} Er_{5.0} Pt_{34.0} Bi_{15.0} ,22.099983,22.27308,-1.4174665,-1.417734,155.0
B_{36.03784} C_{39.97017} Cr_{13.97026} Kr_{13.94292} La_{36.02944} Pt_{29.04935} ,B_{36.0} C_{40.0} Cr_{14.0} Kr_{14.0} La_{36.0} Pt_{29.0} ,22.20169,22.247843,-0.91896194,-0.918239,169.0
C_{14.99249} N_{39.03815} Ba_{8.355587} La_{39.00286} Ce_{8.818618} Gd_{16.94008} Pt_{45.90702} Tl_{18.94516} ,C_{15.0} N_{39.0} Ba_{8.0} La_{39.0} Ce_{9.0} Gd_{17.0} Pt_{46.0} Tl_{19.0} ,22.138763,22.23673,-1.9909587,-1.9899471,192.0
B_{51.90956} C_{24.98310} Sb_{21.02978} La_{25.06292} Sm_{6.980199} Dy_{9.013587} Po_{31.02084} ,B_{52.0} C_{25.0} Sb_{21.0} La_{25.0} Sm_{7.0} Dy_{9.0} Po_{31.0} ,22.140633,22.23214,-1.0285058,-1.0290114,170.0
B_{37.98285} C_{16.95140} Ar_{16.00088} Sn_{8.996442} Sb_{15.00081} Lu_{17.03082} Pt_{9.036427} Tl_{14.00035} ,B_{38.0} C_{17.0} Ar_{16.0} Sn_{9.0} Sb_{15.0} Lu_{17.0} Pt_{9.0} Tl_{14.0} ,22.17358,22.2303,-0.5453883,-0.54381365,135.0
B_{59.06536} C_{49.99704} K_{27.91974} Fe_{13.10797} La_{22.90988} ,B_{59.0} C_{50.0} K_{28.0} Fe_{13.0} La_{23.0} ,22.13412,22.18427,-0.8981092,-0.8930972,173.0
B_{34.96583} C_{34.97234} Fe_{12.97761} Rh_{17.00877} La_{45.9917} Er_{7.143354} Pt_{21.98604} Pb_{23.95435} ,B_{35.0} C_{35.0} Fe_{13.0} Rh_{17.0} La_{46.0} Er_{7.0} Pt_{22.0} Pb_{24.0} ,22.061844,22.178963,-0.98083645,-0.9807715,199.0
B_{23.01631} C_{40.01115} O_{23.99028} La_{23.99418} Tm_{34.01422} Pt_{33.97386} ,B_{23.0} C_{40.0} O_{24.0} La_{24.0} Tm_{34.0} Pt_{34.0} ,22.157139,22.16503,-1.7595457,-1.7594682,179.0
