formula,atom_dict,valid_sample_bools,pred_Tc,pred_ef,Ef_bools,elecneg_bools,neutral_bools,all_True_bools
C78.0N8.0In33.0Ba33.0,"{'Ba': 33.0, 'C': 78.0, 'In': 33.0, 'N': 8.0}",True,72.85233,-0.37495458,True,False,True,False
B17.0C17.0Cu47.0Y14.0Zr6.0Rh38.0Pt55.0,"{'B': 17.0, 'C': 17.0, 'Cu': 47.0, 'Pt': 55.0, 'Rh': 38.0, 'Y': 14.0, 'Zr': 6.0}",True,72.52233,0.36420003,False,True,True,False
O63.0Cu27.0Rb17.0La28.0Pt6.0,"{'Cu': 27.0, 'La': 28.0, 'O': 63.0, 'Pt': 6.0, 'Rb': 17.0}",True,72.53221,-2.6756234,True,False,True,False
O92.0Na21.0K13.0Cu38.0Rb21.0Ho8.0,"{'Cu': 38.0, 'Ho': 8.0, 'K': 13.0, 'Na': 21.0, 'O': 92.0, 'Rb': 21.0}",True,72.43606,-2.455349,True,False,False,False
Be25.0C97.0Mg31.0Po24.0,"{'Be': 25.0, 'C': 97.0, 'Mg': 31.0, 'Po': 24.0}",True,72.08103,-1.387277,True,False,False,False
Li24.0C32.0Cu59.0La12.0Ce22.0Yb16.0Pt6.0Hg18.0,"{'C': 32.0, 'Ce': 22.0, 'Cu': 59.0, 'Hg': 18.0, 'La': 12.0, 'Li': 24.0, 'Pt': 6.0, 'Yb': 16.0}",True,71.72827,-0.41253853,True,False,False,False
O11.0Cu24.0Y16.0La18.0Pt6.0Tl6.0,"{'Cu': 24.0, 'La': 18.0, 'O': 11.0, 'Pt': 6.0, 'Tl': 6.0, 'Y': 16.0}",True,71.97061,-1.3504999,True,False,False,False
O93.0Cu34.0Pr44.0Nd5.0Tl9.0,"{'Cu': 34.0, 'Nd': 5.0, 'O': 93.0, 'Pr': 44.0, 'Tl': 9.0}",True,71.54483,-2.941245,True,False,False,False
C88.0Kr26.0Rb9.0Ba32.0,"{'Ba': 32.0, 'C': 88.0, 'Kr': 26.0, 'Rb': 9.0}",True,71.40271,-1.1010612,True,False,False,False
Be17.0B9.0F9.0Mg23.0Sc18.0Rb18.0La18.0Pt27.0,"{'B': 9.0, 'Be': 17.0, 'F': 9.0, 'La': 18.0, 'Mg': 23.0, 'Pt': 27.0, 'Rb': 18.0, 'Sc': 18.0}",True,71.263794,0.27393264,False,False,False,False
C37.0Ca50.0Cu64.0La20.0Pb24.0,"{'C': 37.0, 'Ca': 50.0, 'Cu': 64.0, 'La': 20.0, 'Pb': 24.0}",True,70.962814,-0.92129743,True,False,False,False
O69.0Cu28.0Rb16.0La32.0Pm2.0,"{'Cu': 28.0, 'La': 32.0, 'O': 69.0, 'Pm': 2.0, 'Rb': 16.0}",True,71.12631,-2.821185,True,True,True,True
Be28.0Cu60.0Br14.0La30.0Nd14.0Ho12.0Yb23.0Pt11.0,"{'Be': 28.0, 'Br': 14.0, 'Cu': 60.0, 'Ho': 12.0, 'La': 30.0, 'Nd': 14.0, 'Pt': 11.0, 'Yb': 23.0}",True,70.72433,0.1659896,False,False,False,False
O71.0Cu30.0La24.0Nd22.0Gd6.0,"{'Cu': 30.0, 'Gd': 6.0, 'La': 24.0, 'Nd': 22.0, 'O': 71.0}",True,70.25452,-2.8918114,True,False,False,False
Be23.0Ca36.0Ge9.0Se7.0Nb46.0Sn20.0La21.0Pt32.0,"{'Be': 23.0, 'Ca': 36.0, 'Ge': 9.0, 'La': 21.0, 'Nb': 46.0, 'Pt': 32.0, 'Se': 7.0, 'Sn': 20.0}",True,70.40326,0.442375,False,True,True,False
O41.0Cu18.0La13.0Nd12.0Dy3.0,"{'Cu': 18.0, 'Dy': 3.0, 'La': 13.0, 'Nd': 12.0, 'O': 41.0}",True,70.56625,-2.857761,True,False,False,False
Li13.0B11.0O57.0Mg39.0Cu45.0La13.0Pt11.0,"{'B': 11.0, 'Cu': 45.0, 'La': 13.0, 'Li': 13.0, 'Mg': 39.0, 'O': 57.0, 'Pt': 11.0}",True,70.13437,-1.4644955,True,False,False,False
C81.0Ne44.0Mg14.0Ca37.0La13.0,"{'C': 81.0, 'Ca': 37.0, 'La': 13.0, 'Mg': 14.0, 'Ne': 44.0}",True,69.8945,-1.3695203,True,False,False,False
C87.0Sn25.0Ba37.0Yb29.0,"{'Ba': 37.0, 'C': 87.0, 'Sn': 25.0, 'Yb': 29.0}",True,69.87502,-1.3415986,True,True,True,True
Li34.0B19.0C41.0O10.0Cu50.0La20.0Pt14.0,"{'B': 19.0, 'C': 41.0, 'Cu': 50.0, 'La': 20.0, 'Li': 34.0, 'O': 10.0, 'Pt': 14.0}",True,69.87312,-0.6395311,True,True,True,True
B11.0C28.0Co49.0Sr38.0Ba3.0Bi20.0,"{'B': 11.0, 'Ba': 3.0, 'Bi': 20.0, 'C': 28.0, 'Co': 49.0, 'Sr': 38.0}",True,69.21733,-0.47765324,True,False,False,False
C34.0O37.0Ni10.0Rb5.0Ba28.0La2.0Pt54.0,"{'Ba': 28.0, 'C': 34.0, 'La': 2.0, 'Ni': 10.0, 'O': 37.0, 'Pt': 54.0, 'Rb': 5.0}",True,68.566895,-1.7044119,True,True,True,True
B18.0C27.0Al16.0K21.0Ca21.0Ag31.0Xe27.0Ba30.0,"{'Ag': 31.0, 'Al': 16.0, 'B': 18.0, 'Ba': 30.0, 'C': 27.0, 'Ca': 21.0, 'K': 21.0, 'Xe': 27.0}",True,68.9382,-1.1490103,True,False,False,False
B12.0C13.0Cu77.0Sr16.0Ba31.0Ce10.0Tm23.0,"{'B': 12.0, 'Ba': 31.0, 'C': 13.0, 'Ce': 10.0, 'Cu': 77.0, 'Sr': 16.0, 'Tm': 23.0}",True,68.32852,-0.87086624,True,False,False,False
B11.0C29.0Mg29.0Cu39.0La9.0Tb10.0Pt38.0Tl18.0,"{'B': 11.0, 'C': 29.0, 'Cu': 39.0, 'La': 9.0, 'Mg': 29.0, 'Pt': 38.0, 'Tb': 10.0, 'Tl': 18.0}",True,68.85091,-0.39842993,True,True,True,True
C75.0O32.0Ca42.0In15.0La11.0Pt11.0,"{'C': 75.0, 'Ca': 42.0, 'In': 15.0, 'La': 11.0, 'O': 32.0, 'Pt': 11.0}",True,68.956436,-1.2046574,True,False,False,False
C30.0Mg30.0Ca8.0Rb36.0Y25.0In27.0La21.0,"{'C': 30.0, 'Ca': 8.0, 'In': 27.0, 'La': 21.0, 'Mg': 30.0, 'Rb': 36.0, 'Y': 25.0}",True,68.94982,-0.9670218,True,False,False,False
Sc32.0Co16.0Zn46.0Tc21.0La47.0Yb8.0Lu6.0Au17.0,"{'Au': 17.0, 'Co': 16.0, 'La': 47.0, 'Lu': 6.0, 'Sc': 32.0, 'Tc': 21.0, 'Yb': 8.0, 'Zn': 46.0}",True,68.60759,-0.28346583,True,True,True,True
O68.0Cu30.0La27.0Nd14.0,"{'Cu': 30.0, 'La': 27.0, 'Nd': 14.0, 'O': 68.0}",True,68.628525,-2.910419,True,False,False,False
B7.0Ca18.0Co27.0Tc26.0Ba26.0La15.0Pt23.0,"{'B': 7.0, 'Ba': 26.0, 'Ca': 18.0, 'Co': 27.0, 'La': 15.0, 'Pt': 23.0, 'Tc': 26.0}",True,68.26286,-0.24166073,True,False,False,False
O93.0Cu32.0La44.0Pr2.0Tl12.0,"{'Cu': 32.0, 'La': 44.0, 'O': 93.0, 'Pr': 2.0, 'Tl': 12.0}",True,68.621216,-3.0491548,True,False,False,False
C6.0O26.0Cu43.0La53.0Pt9.0,"{'C': 6.0, 'Cu': 43.0, 'La': 53.0, 'O': 26.0, 'Pt': 9.0}",True,68.332375,-1.974281,True,False,False,False
O28.0Cu12.0La15.0Dy7.0,"{'Cu': 12.0, 'Dy': 7.0, 'La': 15.0, 'O': 28.0}",True,67.98045,-2.8298712,True,True,True,True
B28.0Cu54.0Ga18.0Rb14.0La30.0Eu19.0Pt12.0,"{'B': 28.0, 'Cu': 54.0, 'Eu': 19.0, 'Ga': 18.0, 'La': 30.0, 'Pt': 12.0, 'Rb': 14.0}",True,67.94532,-1.1064788,True,False,False,False
C89.0O19.0Sr2.0Ba23.0Ho8.0,"{'Ba': 23.0, 'C': 89.0, 'Ho': 8.0, 'O': 19.0, 'Sr': 2.0}",True,68.12828,-0.51548064,True,False,False,False
B9.0C30.0Ca26.0Zr41.0Ba36.0La19.0Yb7.0Pt7.0,"{'B': 9.0, 'Ba': 36.0, 'C': 30.0, 'Ca': 26.0, 'La': 19.0, 'Pt': 7.0, 'Yb': 7.0, 'Zr': 41.0}",True,67.84546,-0.20353149,True,False,False,False
Be12.0B31.0Mg5.0Cu44.0Cd20.0La49.0Tm10.0,"{'B': 31.0, 'Be': 12.0, 'Cd': 20.0, 'Cu': 44.0, 'La': 49.0, 'Mg': 5.0, 'Tm': 10.0}",True,68.35405,-0.7779893,True,False,False,False
O77.0Cu34.0La32.0Nd13.0,"{'Cu': 34.0, 'La': 32.0, 'Nd': 13.0, 'O': 77.0}",True,67.67999,-2.9194052,True,False,False,False
H22.0N58.0Ni12.0Rb21.0Y21.0Zr11.0Ba28.0Ho7.0,"{'Ba': 28.0, 'H': 22.0, 'Ho': 7.0, 'N': 58.0, 'Ni': 12.0, 'Rb': 21.0, 'Y': 21.0, 'Zr': 11.0}",True,67.42166,-1.5542258,True,True,True,True
B15.0Ne22.0Cu44.0Y15.0Zr9.0Rh35.0Pt51.0,"{'B': 15.0, 'Cu': 44.0, 'Ne': 22.0, 'Pt': 51.0, 'Rh': 35.0, 'Y': 15.0, 'Zr': 9.0}",True,67.48285,0.3875053,False,False,False,False
O54.0Cu23.0La15.0Nd18.0,"{'Cu': 23.0, 'La': 15.0, 'Nd': 18.0, 'O': 54.0}",True,67.163605,-2.9371324,True,False,False,False
C31.0Sc21.0Ge46.0Ba46.0Er20.0Pt27.0,"{'Ba': 46.0, 'C': 31.0, 'Er': 20.0, 'Ge': 46.0, 'Pt': 27.0, 'Sc': 21.0}",True,67.06596,-1.6969429,True,False,True,False
B7.0N15.0P37.0Rb37.0Sr7.0Ba25.0La18.0Pt40.0,"{'B': 7.0, 'Ba': 25.0, 'La': 18.0, 'N': 15.0, 'P': 37.0, 'Pt': 40.0, 'Rb': 37.0, 'Sr': 7.0}",True,66.91065,-1.591071,True,True,True,True
B56.0Si27.0Ca23.0Sr37.0Pt54.0,"{'B': 56.0, 'Ca': 23.0, 'Pt': 54.0, 'Si': 27.0, 'Sr': 37.0}",True,67.02228,-0.2755961,True,False,False,False
C24.0Cu38.0Rb11.0La15.0Dy10.0Ho1.0Pt4.0,"{'C': 24.0, 'Cu': 38.0, 'Dy': 10.0, 'Ho': 1.0, 'La': 15.0, 'Pt': 4.0, 'Rb': 11.0}",True,66.979935,-1.0861343,True,False,True,False
C17.0O22.0Ne18.0P29.0Sr23.0Ba13.0Pt48.0At28.0,"{'At': 28.0, 'Ba': 13.0, 'C': 17.0, 'Ne': 18.0, 'O': 22.0, 'P': 29.0, 'Pt': 48.0, 'Sr': 23.0}",True,66.34317,-1.6032237,True,False,False,False
O56.0Cu23.0Xe8.0La27.0Re2.0,"{'Cu': 23.0, 'La': 27.0, 'O': 56.0, 'Re': 2.0, 'Xe': 8.0}",True,66.317825,-2.9292731,True,True,True,True
C109.0P20.0Ba38.0Nd14.0Eu13.0,"{'Ba': 38.0, 'C': 109.0, 'Eu': 13.0, 'Nd': 14.0, 'P': 20.0}",True,66.42169,-0.8002154,True,True,True,True
O92.0Cu42.0La51.0,"{'Cu': 42.0, 'La': 51.0, 'O': 92.0}",True,65.706245,-2.9022791,True,False,False,False
C31.0Cu56.0Y31.0La42.0Dy8.0Pt26.0,"{'C': 31.0, 'Cu': 56.0, 'Dy': 8.0, 'La': 42.0, 'Pt': 26.0, 'Y': 31.0}",True,65.5988,-0.7748278,True,False,False,False
O78.0Cu37.0La44.0,"{'Cu': 37.0, 'La': 44.0, 'O': 78.0}",True,65.5951,-2.8758793,True,False,False,False
C45.0K38.0Cu67.0La16.0Eu5.0Yb12.0Pt8.0,"{'C': 45.0, 'Cu': 67.0, 'Eu': 5.0, 'K': 38.0, 'La': 16.0, 'Pt': 8.0, 'Yb': 12.0}",True,65.67787,-0.8790826,True,True,True,True
O42.0Cu48.0Rh21.0La54.0Pt19.0,"{'Cu': 48.0, 'La': 54.0, 'O': 42.0, 'Pt': 19.0, 'Rh': 21.0}",True,65.40909,-1.9035016,True,False,False,False
B6.0C40.0Ca30.0Cu42.0Ag28.0In7.0Yb14.0,"{'Ag': 28.0, 'B': 6.0, 'C': 40.0, 'Ca': 30.0, 'Cu': 42.0, 'In': 7.0, 'Yb': 14.0}",True,65.378914,-0.37683657,True,True,True,True
C48.0O34.0Ni5.0Ge23.0Ba32.0Pt26.0Tl9.0,"{'Ba': 32.0, 'C': 48.0, 'Ge': 23.0, 'Ni': 5.0, 'O': 34.0, 'Pt': 26.0, 'Tl': 9.0}",True,65.10755,-1.9394557,True,True,True,True
O72.0Cu33.0La41.0,"{'Cu': 33.0, 'La': 41.0, 'O': 72.0}",True,65.09426,-2.9009311,True,False,False,False
C43.0Cu64.0Rb18.0La37.0Tm16.0Pt14.0,"{'C': 43.0, 'Cu': 64.0, 'La': 37.0, 'Pt': 14.0, 'Rb': 18.0, 'Tm': 16.0}",True,64.82579,-1.0351293,True,False,False,False
B24.0C7.0Cu43.0La40.0Eu2.0Yb23.0Pt19.0,"{'B': 24.0, 'C': 7.0, 'Cu': 43.0, 'Eu': 2.0, 'La': 40.0, 'Pt': 19.0, 'Yb': 23.0}",True,64.86183,-0.77800065,True,False,False,False
C42.0Ge46.0Ba31.0Yb24.0Pt36.0,"{'Ba': 31.0, 'C': 42.0, 'Ge': 46.0, 'Pt': 36.0, 'Yb': 24.0}",True,64.75241,-1.4442115,True,True,True,True
C11.0Ca27.0Cu18.0La30.0Pr19.0Er14.0Pt23.0Pb15.0,"{'C': 11.0, 'Ca': 27.0, 'Cu': 18.0, 'Er': 14.0, 'La': 30.0, 'Pb': 15.0, 'Pr': 19.0, 'Pt': 23.0}",True,64.78816,-0.19127855,True,False,False,False
O67.0Cu27.0La35.0Pr9.0,"{'Cu': 27.0, 'La': 35.0, 'O': 67.0, 'Pr': 9.0}",True,64.80098,-2.9435802,True,False,False,False
Si28.0Fe13.0Tc45.0Ba39.0Dy14.0Yb24.0Pt11.0,"{'Ba': 39.0, 'Dy': 14.0, 'Fe': 13.0, 'Pt': 11.0, 'Si': 28.0, 'Tc': 45.0, 'Yb': 24.0}",True,64.35582,-1.037743,True,True,True,True
He54.0K14.0Sr29.0Nb28.0Pd31.0Re6.0Bi16.0,"{'Bi': 16.0, 'He': 54.0, 'K': 14.0, 'Nb': 28.0, 'Pd': 31.0, 'Re': 6.0, 'Sr': 29.0}",True,64.51268,-0.20914806,True,False,False,False
C30.0Cr16.0Cu45.0Pr47.0Pt28.0,"{'C': 30.0, 'Cr': 16.0, 'Cu': 45.0, 'Pr': 47.0, 'Pt': 28.0}",True,64.548965,-0.8823046,True,False,False,False
O46.0Cu63.0La77.0Pt13.0,"{'Cu': 63.0, 'La': 77.0, 'O': 46.0, 'Pt': 13.0}",True,64.46955,-2.0953808,True,False,False,False
O34.0Cu51.0La63.0Pt10.0,"{'Cu': 51.0, 'La': 63.0, 'O': 34.0, 'Pt': 10.0}",True,64.50018,-2.0289361,True,False,False,False
Ca40.0Ge27.0Zr18.0La27.0Lu26.0Pt44.0,"{'Ca': 40.0, 'Ge': 27.0, 'La': 27.0, 'Lu': 26.0, 'Pt': 44.0, 'Zr': 18.0}",True,64.22088,0.5305365,False,True,True,False
B34.0C39.0O6.0Co40.0Sb12.0Ba36.0La14.0,"{'B': 34.0, 'Ba': 36.0, 'C': 39.0, 'Co': 40.0, 'La': 14.0, 'O': 6.0, 'Sb': 12.0}",True,63.7266,-1.0958213,True,False,True,False
C19.0Cu46.0Rb35.0Ce19.0Pm23.0Dy38.0Er7.0Pt12.0,"{'C': 19.0, 'Ce': 19.0, 'Cu': 46.0, 'Dy': 38.0, 'Er': 7.0, 'Pm': 23.0, 'Pt': 12.0, 'Rb': 35.0}",True,63.548027,-1.0453823,True,False,False,False
C14.0Cr24.0Cu41.0La48.0Dy30.0Er4.0Lu16.0Pt15.0,"{'C': 14.0, 'Cr': 24.0, 'Cu': 41.0, 'Dy': 30.0, 'Er': 4.0, 'La': 48.0, 'Lu': 16.0, 'Pt': 15.0}",True,63.151726,-0.63257414,True,False,False,False
C72.0O30.0P21.0K6.0Ba42.0La7.0Pt17.0,"{'Ba': 42.0, 'C': 72.0, 'K': 6.0, 'La': 7.0, 'O': 30.0, 'P': 21.0, 'Pt': 17.0}",True,61.66964,-1.7469467,True,True,True,True
C6.0O45.0Cu61.0La42.0Tm30.0Pt13.0,"{'C': 6.0, 'Cu': 61.0, 'La': 42.0, 'O': 45.0, 'Pt': 13.0, 'Tm': 30.0}",True,63.020653,-2.030284,True,False,False,False
B36.0N15.0Ca21.0Co21.0Sr31.0Nd7.0Pm8.0Pt49.0,"{'B': 36.0, 'Ca': 21.0, 'Co': 21.0, 'N': 15.0, 'Nd': 7.0, 'Pm': 8.0, 'Pt': 49.0, 'Sr': 31.0}",True,62.843735,-0.00054254197,True,False,True,False
C43.0N8.0K5.0Cu43.0Rb17.0La43.0Sm3.0Pt10.0,"{'C': 43.0, 'Cu': 43.0, 'K': 5.0, 'La': 43.0, 'N': 8.0, 'Pt': 10.0, 'Rb': 17.0, 'Sm': 3.0}",True,62.81496,-1.449943,True,True,True,True
Be16.0Mo46.0Cs32.0Ba36.0La15.0Dy4.0Ho21.0Pt16.0,"{'Ba': 36.0, 'Be': 16.0, 'Cs': 32.0, 'Dy': 4.0, 'Ho': 21.0, 'La': 15.0, 'Mo': 46.0, 'Pt': 16.0}",True,62.716278,0.21764177,False,True,True,False
C32.0O25.0Cu59.0La23.0Pr33.0Pt25.0,"{'C': 32.0, 'Cu': 59.0, 'La': 23.0, 'O': 25.0, 'Pr': 33.0, 'Pt': 25.0}",True,62.04641,-1.5115865,True,True,True,True
Li8.0C24.0Sc14.0Cu54.0La12.0Ce28.0Tm17.0Pt23.0,"{'C': 24.0, 'Ce': 28.0, 'Cu': 54.0, 'La': 12.0, 'Li': 8.0, 'Pt': 23.0, 'Sc': 14.0, 'Tm': 17.0}",True,61.762657,-0.6441134,True,False,False,False
C26.0O30.0Cu32.0Rb13.0La32.0Yb20.0,"{'C': 26.0, 'Cu': 32.0, 'La': 32.0, 'O': 30.0, 'Rb': 13.0, 'Yb': 20.0}",True,61.95601,-1.9799902,True,False,False,False
B19.0C23.0Na15.0K20.0Cu38.0Rb13.0Dy7.0Pt37.0,"{'B': 19.0, 'C': 23.0, 'Cu': 38.0, 'Dy': 7.0, 'K': 20.0, 'Na': 15.0, 'Pt': 37.0, 'Rb': 13.0}",True,61.92959,-0.046406224,True,False,True,False
C59.0O28.0Ge29.0Ba29.0Dy1.0Ho8.0Pt23.0,"{'Ba': 29.0, 'C': 59.0, 'Dy': 1.0, 'Ge': 29.0, 'Ho': 8.0, 'O': 28.0, 'Pt': 23.0}",True,60.455944,-1.4121355,True,True,True,True
B17.0C16.0Ca22.0Ge34.0Ba36.0La20.0Yb6.0Pt44.0,"{'B': 17.0, 'Ba': 36.0, 'C': 16.0, 'Ca': 22.0, 'Ge': 34.0, 'La': 20.0, 'Pt': 44.0, 'Yb': 6.0}",True,61.420425,-1.3551503,True,False,True,False
B4.0C42.0O30.0Ge37.0Ba31.0Tb8.0Pt44.0,"{'B': 4.0, 'Ba': 31.0, 'C': 42.0, 'Ge': 37.0, 'O': 30.0, 'Pt': 44.0, 'Tb': 8.0}",True,61.53739,-1.7848061,True,True,True,True
Be14.0C13.0Ca40.0Sc15.0Tc17.0La26.0Tm20.0Pt25.0,"{'Be': 14.0, 'C': 13.0, 'Ca': 40.0, 'La': 26.0, 'Pt': 25.0, 'Sc': 15.0, 'Tc': 17.0, 'Tm': 20.0}",True,61.092384,0.30250126,False,False,False,False
B11.0Cu40.0Y24.0I14.0Xe17.0La43.0Ho8.0Pt24.0,"{'B': 11.0, 'Cu': 40.0, 'Ho': 8.0, 'I': 14.0, 'La': 43.0, 'Pt': 24.0, 'Xe': 17.0, 'Y': 24.0}",True,60.95952,-0.5102108,True,False,False,False
C23.0N23.0K21.0Cu39.0La24.0Ho10.0Pt20.0,"{'C': 23.0, 'Cu': 39.0, 'Ho': 10.0, 'K': 21.0, 'La': 24.0, 'N': 23.0, 'Pt': 20.0}",True,61.126762,-1.4758939,True,True,True,True
B11.0C20.0K14.0Cu26.0La33.0Lu14.0Pt28.0,"{'B': 11.0, 'C': 20.0, 'Cu': 26.0, 'K': 14.0, 'La': 33.0, 'Lu': 14.0, 'Pt': 28.0}",True,61.093777,-0.5969264,True,False,False,False
B31.0C52.0Ba26.0Ce7.0Pt35.0,"{'B': 31.0, 'Ba': 26.0, 'C': 52.0, 'Ce': 7.0, 'Pt': 35.0}",True,61.41754,-0.84289134,True,True,True,True
B26.0C24.0Cs20.0Ba49.0La9.0Yb35.0Pt29.0,"{'B': 26.0, 'Ba': 49.0, 'C': 24.0, 'Cs': 20.0, 'La': 9.0, 'Pt': 29.0, 'Yb': 35.0}",True,61.13527,-0.51816005,True,False,False,False
C47.0O42.0P13.0Ba35.0La5.0Pt40.0Tl15.0,"{'Ba': 35.0, 'C': 47.0, 'La': 5.0, 'O': 42.0, 'P': 13.0, 'Pt': 40.0, 'Tl': 15.0}",True,60.856136,-2.1148643,True,True,True,True
B23.0C18.0Fe70.0Zr15.0Ba52.0Ce18.0,"{'B': 23.0, 'Ba': 52.0, 'C': 18.0, 'Ce': 18.0, 'Fe': 70.0, 'Zr': 15.0}",True,60.878166,-0.4472117,True,False,False,False
He45.0O33.0Co33.0Se12.0Sn5.0Ba32.0Sm12.0Os25.0,"{'Ba': 32.0, 'Co': 33.0, 'He': 45.0, 'O': 33.0, 'Os': 25.0, 'Se': 12.0, 'Sm': 12.0, 'Sn': 5.0}",True,60.67155,-1.1893269,True,False,False,False
B14.0C18.0Cu40.0Zr13.0Ag16.0La47.0Pt29.0,"{'Ag': 16.0, 'B': 14.0, 'C': 18.0, 'Cu': 40.0, 'La': 47.0, 'Pt': 29.0, 'Zr': 13.0}",True,60.70358,-0.71123546,True,False,False,False
C21.0K5.0Cu37.0Mo15.0Cs5.0La37.0Pt25.0,"{'C': 21.0, 'Cs': 5.0, 'Cu': 37.0, 'K': 5.0, 'La': 37.0, 'Mo': 15.0, 'Pt': 25.0}",True,61.114708,-1.0205783,True,False,True,False
C69.0N17.0Co25.0Sr31.0Ce23.0At17.0,"{'At': 17.0, 'C': 69.0, 'Ce': 23.0, 'Co': 25.0, 'N': 17.0, 'Sr': 31.0}",True,60.691555,-1.4691786,True,True,True,True
B49.0C35.0Co41.0Ba38.0La13.0,"{'B': 49.0, 'Ba': 38.0, 'C': 35.0, 'Co': 41.0, 'La': 13.0}",True,60.799004,-1.0045979,True,False,False,False
C80.0N13.0Ca10.0Co20.0Rb8.0La51.0At13.0,"{'At': 13.0, 'C': 80.0, 'Ca': 10.0, 'Co': 20.0, 'La': 51.0, 'N': 13.0, 'Rb': 8.0}",True,60.64518,-1.5176455,True,True,True,True
B35.0Cr10.0Cu51.0Zr22.0La56.0Pt23.0,"{'B': 35.0, 'Cr': 10.0, 'Cu': 51.0, 'La': 56.0, 'Pt': 23.0, 'Zr': 22.0}",True,60.16388,-0.62569624,True,False,False,False
B37.0Cu48.0Rb20.0La47.0Tb12.0Pt27.0,"{'B': 37.0, 'Cu': 48.0, 'La': 47.0, 'Pt': 27.0, 'Rb': 20.0, 'Tb': 12.0}",True,60.308075,-0.809895,True,False,False,False
B9.0C34.0Sr13.0Mo19.0In24.0Cs38.0Ba24.0,"{'B': 9.0, 'Ba': 24.0, 'C': 34.0, 'Cs': 38.0, 'In': 24.0, 'Mo': 19.0, 'Sr': 13.0}",True,60.24006,-1.5808319,True,True,True,True
N27.0Cu49.0I27.0La33.0Nd13.0Dy13.0Ho11.0Pt5.0,"{'Cu': 49.0, 'Dy': 13.0, 'Ho': 11.0, 'I': 27.0, 'La': 33.0, 'N': 27.0, 'Nd': 13.0, 'Pt': 5.0}",True,60.019833,-1.6418313,True,False,False,False
C10.0Cl23.0Cu32.0Rb9.0La27.0Tb8.0Pt7.0,"{'C': 10.0, 'Cl': 23.0, 'Cu': 32.0, 'La': 27.0, 'Pt': 7.0, 'Rb': 9.0, 'Tb': 8.0}",True,60.01716,-1.1082213,True,False,False,False
B43.0C58.0Co47.0Sr46.0,"{'B': 43.0, 'C': 58.0, 'Co': 47.0, 'Sr': 46.0}",True,60.211376,-0.5243935,True,False,True,False
C31.0O33.0Cu31.0La42.0Pt13.0,"{'C': 31.0, 'Cu': 31.0, 'La': 42.0, 'O': 33.0, 'Pt': 13.0}",True,59.62507,-1.9674071,True,True,True,True
Be34.0B98.0Ca19.0As36.0La9.0,"{'As': 36.0, 'B': 98.0, 'Be': 34.0, 'Ca': 19.0, 'La': 9.0}",True,59.427193,-0.20958294,True,False,False,False
Be18.0C85.0Co21.0La52.0Pt13.0At9.0,"{'At': 9.0, 'Be': 18.0, 'C': 85.0, 'Co': 21.0, 'La': 52.0, 'Pt': 13.0}",True,59.271317,-1.2784752,True,True,True,True
He59.0K11.0Zn26.0Br25.0Sr22.0Tc24.0Ba8.0Pt20.0,"{'Ba': 8.0, 'Br': 25.0, 'He': 59.0, 'K': 11.0, 'Pt': 20.0, 'Sr': 22.0, 'Tc': 24.0, 'Zn': 26.0}",True,59.17791,-0.19819741,True,False,False,False
B45.0C22.0Mg14.0K23.0Cu37.0Ga28.0La8.0Pt17.0,"{'B': 45.0, 'C': 22.0, 'Cu': 37.0, 'Ga': 28.0, 'K': 23.0, 'La': 8.0, 'Mg': 14.0, 'Pt': 17.0}",True,59.126503,-0.3829823,True,False,False,False
C19.0P19.0Cu65.0La81.0Pt13.0,"{'C': 19.0, 'Cu': 65.0, 'La': 81.0, 'P': 19.0, 'Pt': 13.0}",True,58.799507,-1.2145525,True,False,False,False
B26.0Cu37.0La24.0Pr44.0Ho11.0Pt44.0,"{'B': 26.0, 'Cu': 37.0, 'Ho': 11.0, 'La': 24.0, 'Pr': 44.0, 'Pt': 44.0}",True,58.613815,-0.8145545,True,False,False,False
O130.0Ba37.0Gd13.0,"{'Ba': 37.0, 'Gd': 13.0, 'O': 130.0}",True,58.730434,-4.337909,True,False,False,False
B26.0C17.0Cu56.0La41.0Nd17.0Yb24.0Pt15.0,"{'B': 26.0, 'C': 17.0, 'Cu': 56.0, 'La': 41.0, 'Nd': 17.0, 'Pt': 15.0, 'Yb': 24.0}",True,58.47683,-1.0182729,True,False,False,False
C40.0N13.0In14.0Ba21.0Nd7.0Dy7.0Pt30.0,"{'Ba': 21.0, 'C': 40.0, 'Dy': 7.0, 'In': 14.0, 'N': 13.0, 'Nd': 7.0, 'Pt': 30.0}",True,58.2966,-1.0718516,True,True,True,True
Be17.0C26.0Ge22.0As21.0Rb14.0La22.0Pt16.0Bi18.0,"{'As': 21.0, 'Be': 17.0, 'Bi': 18.0, 'C': 26.0, 'Ge': 22.0, 'La': 22.0, 'Pt': 16.0, 'Rb': 14.0}",True,58.36711,-0.9729293,True,True,True,True
C34.0Ca27.0Co3.0Cu38.0Tc18.0Pt18.0,"{'C': 34.0, 'Ca': 27.0, 'Co': 3.0, 'Cu': 38.0, 'Pt': 18.0, 'Tc': 18.0}",True,58.163788,-0.31403506,True,True,True,True
Li3.0C24.0Ca24.0Ge41.0Se32.0La12.0Nd2.0Pt37.0,"{'C': 24.0, 'Ca': 24.0, 'Ge': 41.0, 'La': 12.0, 'Li': 3.0, 'Nd': 2.0, 'Pt': 37.0, 'Se': 32.0}",True,57.908844,-0.9876801,True,True,True,True
